seed,zs_error,fft_error,discard_using_zs,discard_using_fft
44,0.13067702199627712,0.13045396182449845,0.07958094914656139,0.07714823722852732
88,0.13067702199627712,0.13045396182449845,0.07603734439603409,0.07465176082465336
22,0.13067702199627712,0.13045396182449845,0.07745175917216542,0.07551578525019077
