seed,zs_error,fft_error,discard_using_zs,discard_using_fft
44,0.05244337245340689,0.051228579655872,0.03784613472536254,0.03737357725247273
88,0.05244337245340689,0.051228579655872,0.04072599689520121,0.03955152999729934
22,0.05244337245340689,0.051228579655872,0.04531287666578403,0.04531299665867072
